id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,estimated_nights_booked
947180326684568566,Rental unit in Greater London · ★4.63 · 2 bedrooms · 3 beds · 1 bath,454626788,Cristian,,Tower Hamlets,51.523269398577945,-0.0722336581417295,Entire home/apt,189.0,2,27,2023-12-08,6.98,5,112,27,,335
947222426330119394,Rental unit in Greater London · ★4.53 · 1 bedroom · 1 bed · 1 bath,185898036,Flavio,,Wandsworth,51.46990245206485,-0.148573948310456,Entire home/apt,78.0,1,17,2023-11-19,4.08,51,31,17,,97
947533841212696400,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,528949800,Onurcan,,Camden,51.52141061060832,-0.106831042068259,Private room,97.0,3,12,2023-12-05,3.03,1,8,12,,218
947911404893207618,Rental unit in Greater London · ★4.17 · 1 bedroom · 1 bed · 1 bath,528387108,Rosana,,Southwark,51.48559,-0.09239,Private room,48.0,2,6,2023-10-25,1.96,4,108,6,,94
947937446733231511,Rental unit in Greater London · ★4.27 · 2 bedrooms · 2 beds · 1 bath,31169134,Jino,,Camden,51.54117963503408,-0.1544121324125654,Entire home/apt,261.0,2,11,2023-12-03,3.17,2,118,11,,152
947962080263300496,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,513627924,Theodoros,,Hackney,51.551519990357086,-0.0751792946768212,Private room,63.0,2,16,2023-11-10,4.1,9,81,16,,196
948344733732897549,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,211328780,Simon,,Tower Hamlets,51.52537700172556,-0.0752470485488898,Entire home/apt,197.0,7,4,2023-11-04,1.48,7,299,4,,248
949137710823224754,Rental unit in Greater London · ★4.40 · 1 bedroom · 1 bed · 1 bath,13053104,Sam,,Westminster,51.51906835163586,-0.1653456762756649,Entire home/apt,130.0,3,5,2023-11-27,2.94,8,78,5,,211
949179824868329326,Rental unit in Greater London · ★4.40 · 1 bedroom · 2 beds · 1 bath,35693681,Ulugbek,,Islington,51.53099192804332,-0.1121924237833804,Entire home/apt,138.0,3,5,2023-11-19,1.46,35,259,5,,105
949381102337266467,Rental unit in Greater London · ★5.0 · 4 bedrooms · 4 beds · 2 baths,13628637,César & Jessica,,Tower Hamlets,51.528221746101,-0.0745801509423555,Entire home/apt,368.0,3,11,2023-11-12,2.82,3,285,11,,203
949461217925989366,Condo in Greater London · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,476337788,Dean,,Hammersmith and Fulham,51.48590281884434,-0.2007965966567617,Entire home/apt,337.0,2,10,2023-11-26,2.46,4,226,10,,118
949685410629843771,Rental unit in Greater London · ★4.40 · Studio · 1 bed · 1 bath,304435753,Aaron I Smarthost,,Hammersmith and Fulham,51.472856955722285,-0.183817526151784,Entire home/apt,129.0,3,5,2023-11-04,1.55,13,359,5,,111
950494334189655412,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,383935307,Jay,,Wandsworth,51.442443114786784,-0.1563899253857281,Entire home/apt,143.0,14,2,2023-10-30,0.71,5,261,2,,238
950516967830855506,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,166210024,Natty,,Kensington and Chelsea,51.48612190072437,-0.167227404951038,Entire home/apt,486.0,7,3,2023-11-09,1.06,56,334,3,,178
950618512322779581,Rental unit in Greater London · ★4.63 · 3 bedrooms · 3 beds · 2 baths,486730857,James,,Wandsworth,51.42586,-0.17166,Entire home/apt,313.0,2,8,2023-11-21,2.12,67,356,8,,101
950716598554250979,Rental unit in Greater London · ★3.83 · 1 bedroom · 4 beds · 1 bath,494782954,Aura,,Westminster,51.51177,-0.13381,Entire home/apt,313.0,2,6,2023-11-26,2.2,100,196,6,,105
951439220415863363,Rental unit in Greater London · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,529247253,Ricardo,,Islington,51.54140675405301,-0.089625752745827,Private room,55.0,1,51,2023-12-06,12.24,4,346,51,,293
952947761161679170,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,380383,Rhonda,,Hackney,51.53761674016147,-0.0546218454837799,Entire home/apt,190.0,3,6,2023-11-12,1.84,1,255,6,,132
9782694,Rental unit in Greater London · ★4.61 · 1 bedroom · 2 beds · 1.5 shared baths,50427557,Amerissa,,Haringey,51.58359,-0.06682,Private room,33.0,3,70,2023-12-05,4.98,1,346,54,,358
954170866537913724,Rental unit in Greater London · ★4.70 · 2 bedrooms · 3 beds · 2 baths,287337792,Emeka,,Tower Hamlets,51.50050370446057,-0.0242161555759216,Entire home/apt,215.0,3,10,2023-11-26,3.49,3,45,10,,251
954202440088703704,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,331340957,Jennifer,,Lambeth,51.44132,-0.12112,Private room,40.0,7,6,2023-11-13,1.54,4,47,6,,258
954263670209814664,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 2.5 baths,78902919,Jonathan,,Tower Hamlets,51.522136333485,-0.0457477569580078,Private room,40.0,7,4,2023-11-29,1.29,16,76,4,,216
954342458203696926,Rental unit in Greater London · ★4.67 · 2 bedrooms · 2 beds · 1 bath,8577290,Jana,,Islington,51.55682,-0.10635,Entire home/apt,204.0,2,15,2023-12-05,4.41,4,146,15,,211
954495044227645587,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,530936736,Uldione,,Hammersmith and Fulham,51.491702447499655,-0.2194170067524421,Private room,62.0,1,14,2023-11-26,3.93,2,40,14,,94
9880916,Rental unit in London · ★4.75 · 2 bedrooms · 3 beds · 2 baths,20249942,Boonyong,,Wandsworth,51.48209,-0.13413,Entire home/apt,250.0,175,16,2017-07-20,0.17,1,363,0,,714
957273525455067800,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,11473965,Richard,,Wandsworth,51.46762661844455,-0.1563070641347944,Private room,75.0,2,12,2023-12-03,3.4,2,262,12,,163
957279288222532404,Rental unit in Greater London · ★5.0 · 2 bedrooms · 3 beds · 1 bath,502564725,Callum,,Redbridge,51.593886985972446,0.0250315761354872,Entire home/apt,164.0,3,6,2023-11-16,1.67,2,319,6,,120
957719997228488037,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,111624267,Ciaran,,Lambeth,51.5043672,-0.1153223,Entire home/apt,150.0,30,1,2023-10-18,0.55,1,33,1,,396
957809845630313512,Rental unit in Greater London · 2 bedrooms · 3 beds · 1 bath,484364813,Nancy,,Westminster,51.51523937010105,-0.1658174976729525,Entire home/apt,269.0,5,2,2023-10-30,0.9,13,240,2,,108
959447828674072630,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,443703546,James,,Southwark,51.4989337,-0.0724177999999999,Entire home/apt,120.0,4,4,2023-11-28,2.14,2,100,4,,205
959572464496517052,Home in Greater London · ★4.63 · 1 bedroom · 1 bed · 3 shared baths,524019006,Brijesh,,Southwark,51.4953398,-0.1032385,Private room,65.0,2,8,2023-11-14,3.38,9,243,8,,162
959856802540153940,Rental unit in Greater London · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,113960750,Samantha,,Hackney,51.5410949,-0.0848649,Entire home/apt,153.0,2,8,2023-11-18,3.0,1,109,8,,144
959872224901217517,Rental unit in Greater London · 2 bedrooms · 4 beds · 1 bath,269308503,Michael,,Camden,51.53981947456499,-0.1587301621985861,Entire home/apt,190.0,14,1,2023-09-16,0.35,208,364,1,,117
960751587370504225,Rental unit in Greater London · ★3.75 · 1 bedroom · 3 beds · 1 bath,517750467,Bizoy,,Tower Hamlets,51.52952,-0.0247,Entire home/apt,126.0,2,8,2023-10-22,2.73,7,185,8,,131
10093746,Rental unit in London · ★4.79 · 1 bedroom · 2 beds · 1 bath,27348196,Loredana,,Hackney,51.53637,-0.07635,Entire home/apt,78.0,7,58,2023-10-10,0.66,1,23,3,,110
10097696,Rental unit in London · ★4.80 · 1 bedroom · 1 bed · 1 bath,51818360,James,,Southwark,51.49742,-0.10211,Entire home/apt,158.0,5,243,2023-11-25,2.51,2,202,58,,301
10128245,Rental unit in Croydon · ★4.81 · Studio · 1 bed · 1 bath,30629100,Gary,,Croydon,51.3826622,-0.0817214,Entire home/apt,68.0,6,197,2023-09-28,2.18,20,247,33,,313
10177621,Rental unit in London · ★4.46 · Studio · 2 beds · 1 bath,40633522,Raj,,Westminster,51.51516,-0.13456,Entire home/apt,124.0,1,188,2023-11-24,4.62,3,23,51,,110
962495669241960472,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,23883884,S,,Barnet,51.58162746446802,-0.2330340429392445,Entire home/apt,70.0,7,2,2023-12-09,0.91,26,71,2,,152
963027804802277992,Rental unit in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,533033660,Toufiq,,Camden,51.5400641,-0.1397488,Private room,56.0,3,31,2023-12-09,8.77,3,65,31,,631
966007886914189050,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,214575439,Charlene,,Camden,51.518322,-0.1244911,Entire home/apt,181.0,5,2,2023-11-14,1.36,2,183,2,,163
966370418931844336,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,219997810,Oguz,,Islington,51.53408814248092,-0.1073581418016382,Entire home/apt,90.0,1,10,2023-12-06,4.11,7,44,10,,98
966568375192865125,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 2 baths,118949480,Lara,,Hammersmith and Fulham,51.47778179152178,-0.2034594408713167,Entire home/apt,120.0,5,3,2023-11-26,1.06,1,22,3,,127
966734046220351682,Rental unit in Greater London · ★4.62 · Studio · 1 bed · 0 shared baths,204565636,Alexa,,Southwark,51.48902231880174,-0.0973609703934153,Private room,52.0,1,21,2023-12-03,6.36,3,33,21,,152
10459165,Condo in London  · ★4.82 · 1 bedroom · 1 bed · 1 bath,2915155,Frances,,Hackney,51.53677,-0.08295,Entire home/apt,100.0,7,60,2023-07-10,0.63,2,276,7,,105
10726500,Rental unit in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,1269568,Iki,,Islington,51.56227,-0.10872,Private room,55.0,5,14,2023-12-02,1.19,3,295,14,,142
968497191036143816,Rental unit in Greater London · ★3.50 · 1 bedroom · 1 bed · 1 bath,534442686,Melshan,,Hammersmith and Fulham,51.51553810052709,-0.2309722410789934,Entire home/apt,66.0,10,4,2023-11-02,1.67,1,144,4,,400
969419391474660811,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,178243940,Elena,,Kensington and Chelsea,51.49191,-0.165,Entire home/apt,175.0,3,4,2023-10-30,1.43,1,225,4,,102
970224043840680597,Rental unit in Greater London · ★4.80 · 2 bedrooms · 2 beds · 2 baths,2125620,Altido,,Westminster,51.49573,-0.1348,Entire home/apt,322.0,3,5,2023-11-17,1.85,88,345,5,,133
970227928701493042,Rental unit in Greater London · ★4.80 · 2 bedrooms · 2 beds · 2 baths,2125620,Altido,,Westminster,51.49741668382733,-0.1338113112646203,Entire home/apt,322.0,3,5,2023-11-22,1.55,88,316,5,,111
10876348,Rental unit in Carshalton · ★4.97 · 1 bedroom · 2 beds · 1 bath,11140978,Chris And Loi,,Sutton,51.35312,-0.17386,Entire home/apt,80.0,7,108,2023-11-20,1.15,1,208,8,,193
971811518060382945,Rental unit in Greater London · ★4.78 · 1 bedroom · 2 beds · 1 bath,32423116,Zack,,Westminster,51.511456235254656,-0.1338168285600331,Entire home/apt,227.0,2,9,2023-12-07,3.42,10,77,9,,164
971952160540382984,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,205950021,Jason,,Islington,51.5391,-0.0932,Entire home/apt,123.0,30,2,2023-11-05,0.76,3,175,2,,547
972010459531049081,Rental unit in Greater London · ★3.79 · 1 bedroom · 1 bed · 1 bath,286973319,Lorena,,Tower Hamlets,51.516118905944126,-0.0649960438143539,Private room,49.0,1,14,2023-11-19,4.47,19,166,14,,107
972211915570134617,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,204650998,Jo,,Hackney,51.55067263914773,-0.0764898481360407,Private room,36.0,3,14,2023-11-29,4.52,1,33,14,,325
972343294890451987,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,415620366,Haysam,,Westminster,51.51257018247929,-0.1797813713567565,Entire home/apt,100.0,2,4,2023-11-24,1.9,14,34,4,,91
972551826366712760,Home in Greater London · ★4.59 · 1 bedroom · 1 bed · Shared half-bath,432460850,Arianna,,Haringey,51.591274,-0.0795864999999999,Private room,52.0,2,17,2023-11-20,5.6,1,337,17,,268
972560317218424402,Condo in Greater London · ★4.71 · 1 bedroom · 1 bed · 3 shared baths,524019006,Brijesh,,Southwark,51.49634854306188,-0.1022023816074299,Private room,69.0,2,14,2023-11-25,5.92,9,240,14,,284
973284257187546776,Home in Greater London · ★5.0 · 3 bedrooms · 5 beds · 1 bath,467914018,Sonja,,Enfield,51.60991940488359,-0.1268174588131706,Entire home/apt,210.0,2,3,2023-11-26,2.09,1,182,3,,100
973625379207696469,Rental unit in Greater London · ★4.57 · 2 bedrooms · 2 beds · 1 bath,11570657,Helen & Ally,,Merton,51.43135,-0.19237,Entire home/apt,102.0,2,7,2023-11-06,2.41,18,157,7,,115
973670885684038369,Rental unit in Greater London · ★4.17 · 4 bedrooms · 5 beds · 1.5 baths,280662223,Judith,,Camden,51.52664,-0.14292,Entire home/apt,229.0,3,6,2023-11-23,2.12,7,154,6,,152
975140972838133428,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,496518408,Arash,,Hackney,51.54236,-0.07202,Entire home/apt,183.0,3,5,2023-11-27,1.95,15,54,5,,140
975195655155698502,Rental unit in Greater London · ★4.44 · 1 bedroom · 1 bed · 1 bath,1796536,Guneet,,Westminster,51.52291,-0.15974,Entire home/apt,90.0,2,9,2023-11-25,3.14,2,126,9,,150
975202616468526649,Rental unit in Greater London · ★4.80 · 2 bedrooms · 2 beds · 2 baths,50400563,LondonFlats DFM,,Hackney,51.55759,-0.07559,Entire home/apt,91.0,1,10,2023-12-06,3.85,30,158,10,,92
975210061113312487,Rental unit in Greater London · ★4.64 · 2 bedrooms · 2 beds · 1 bath,457595985,James And Co,,Southwark,51.5036852,-0.0480932,Entire home/apt,134.0,2,11,2023-12-05,4.46,44,97,11,,214
975252197883219086,Rental unit in Greater London · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,4813934,Kimberley,,Westminster,51.51541,-0.17854,Entire home/apt,205.0,2,10,2023-12-03,4.48,29,303,10,,215
975978138396096481,Rental unit in Greater London · ★4.0 · 1 bedroom · 1 bed · 1 bath,457718947,James & Co,,Wandsworth,51.468649879174485,-0.1741379070631866,Entire home/apt,150.0,2,5,2023-11-25,2.83,49,344,5,,135
976721573581825699,Rental unit in Greater London · ★4.89 · 2 bedrooms · 2 beds · 2 baths,358714490,Demi,,Greenwich,51.4935,0.06825,Entire home/apt,161.0,2,9,2023-12-06,7.3,2,228,9,,350
978690636286003843,Rental unit in Greater London · ★4.0 · 2 bedrooms · 2 beds · 2 baths,485331821,Lucas,,Westminster,51.51279,-0.12391,Entire home/apt,354.0,3,3,2023-11-25,1.64,2,42,3,,118
978712689030501978,Rental unit in Greater London · ★4.83 · 2 bedrooms · 3 beds · 1 bath,516553002,Nikol,,Barnet,51.65293,-0.20001,Entire home/apt,150.0,2,6,2023-11-17,2.86,1,257,6,,137
978895353833912150,Home in Greater London · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,536255949,Russell,,Camden,51.5288042,-0.1386159,Private room,54.0,1,9,2023-12-04,4.09,10,81,9,,98
979807811668272941,Rental unit in Greater London · ★4.71 · 1 bedroom · 2 beds · 1 bath,253463759,Inaam,,Lambeth,51.47988,-0.13012,Entire home/apt,119.0,5,7,2023-12-04,2.63,10,105,7,,315
980025400052239136,Home in Greater London · ★4.44 · 1 bedroom · 1 bed · 1.5 shared baths,16558755,Suthan,,Newham,51.51109292523722,0.0247195434702757,Private room,59.0,3,9,2023-11-17,3.42,2,15,9,,246
980237499130840537,Rental unit in Greater London · ★4.0 · 3 bedrooms · 3 beds · 2 baths,42153689,Aza Smarthost,,Hackney,51.53979216347095,-0.0536283768129274,Entire home/apt,221.0,3,4,2023-12-04,1.5,13,306,4,,108
980238196215676260,Rental unit in Greater London · ★4.50 · 2 bedrooms · 3 beds · 2 baths,23346804,Mirko,,Camden,51.5480041859477,-0.1354898668547519,Entire home/apt,202.0,90,4,2023-12-02,2.86,28,106,4,,6177
981155652696973697,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 2 baths,5227000,Charlotte,,Hammersmith and Fulham,51.5085,-0.23593,Entire home/apt,278.0,3,5,2023-12-03,3.06,1,44,5,,220
981552859283753218,Home in Greater London · ★4.92 · 1 bedroom · 1 bed · 1 bath,514235669,Rose,,Haringey,51.59030940351618,-0.0990629545211062,Private room,40.0,1,13,2023-12-04,6.29,2,125,13,,150
981720461000075858,Rental unit in Greater London · ★4.25 · 2 bedrooms · 2 beds · 1 bath,280662223,Judith,,Lambeth,51.4814,-0.11783,Entire home/apt,177.0,3,4,2023-11-28,1.54,7,253,4,,110
983065646395848469,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,439398267,Manroop,,Greenwich,51.48052485798697,-0.0155398387042631,Private room,66.0,3,4,2023-11-06,1.69,6,170,4,,121
10985877,Rental unit in London · ★4.74 · Studio · 1 bed · 1 bath,56999663,Ana,,Kensington and Chelsea,51.49302,-0.16663,Entire home/apt,104.0,4,292,2023-12-07,3.19,1,253,52,,306
984568853518630733,Rental unit in Greater London · ★New · 1 bedroom · 1 bed · 1 bath,538021893,Faraz,,Brent,51.53885880511484,-0.2421438848955999,Entire home/apt,59.0,5,2,2023-11-25,2.0,1,74,2,,240
984708511911259014,Rental unit in Greater London · ★4.87 · 1 bedroom · 2 beds · 1 bath,32423116,Zack,,Westminster,51.50775354224759,-0.1225317171783227,Entire home/apt,223.0,2,15,2023-12-07,6.0,10,57,15,,288
985658214611289331,Rental unit in Greater London · ★4.33 · 3 bedrooms · 3 beds · 1 bath,536837946,Arina,,Islington,51.54775755184775,-0.1162180776397192,Entire home/apt,154.0,3,3,2023-11-20,2.5,1,82,3,,180
986130133055491729,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,452136102,Ann,,Westminster,51.51548,-0.17325,Entire home/apt,109.0,3,9,2023-12-01,4.15,4,301,9,,298
987846484004595188,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,106749173,Melissa,,Islington,51.56163101710503,-0.1294826910420703,Entire home/apt,87.0,4,3,2023-11-20,1.84,1,69,3,,176
988179395883956456,Rental unit in Greater London · ★4.70 · 1 bedroom · 3 beds · 1 bath,319885180,Nasra,,Westminster,51.49187154337935,-0.1391075768523406,Entire home/apt,124.0,1,10,2023-12-07,6.82,1,17,10,,163
988392725041766376,Rental unit in Greater London · Studio · 1 bed · 1 bath,538212687,Vernon House,,Camden,51.53946,-0.15145,Entire home/apt,117.0,2,2,2023-11-26,2.0,59,56,2,,96
989786970511599034,Rental unit in Greater London · 3 bedrooms · 3 beds · 2 baths,22115472,Maya,,Westminster,51.51965638675721,-0.167143688415854,Entire home/apt,229.0,7,1,2023-12-02,1.0,29,237,1,,168
990325667082005252,Rental unit in Greater London · ★5.0 · 3 bedrooms · 4 beds · 1 bath,531760298,William,,Haringey,51.57557715718852,-0.1485305269194935,Entire home/apt,258.0,3,4,2023-11-29,2.4,1,107,4,,172
991185233641249234,Rental unit in Greater London · ★4.83 · 2 bedrooms · 2 beds · 1 bath,459326207,James,,Southwark,51.47524168206103,-0.0843942953270836,Entire home/apt,109.0,2,6,2023-11-26,2.73,29,259,6,,131
991419705855553997,Rental unit in Greater London · ★4.83 · 1 bedroom · 1 bed · 1 bath,24524003,Zee And Lewis,,Westminster,51.48899028544989,-0.1406637455002357,Private room,50.0,1,6,2023-11-25,4.74,9,96,6,,113
991671976663364255,Condo in Greater London · ★5.0 · 2 bedrooms · 3 beds · 1 bath,78089985,Jody,,Haringey,51.5956477,-0.0949740999999999,Entire home/apt,189.0,2,3,2023-12-09,3.0,1,230,3,,144
991796145859737244,Rental unit in Greater London · ★4.50 · 2 bedrooms · 2 beds · 1 bath,269212578,Kevin,,Southwark,51.495358,-0.0837524,Entire home/apt,175.0,2,10,2023-12-04,4.76,1,80,10,,228
991919969842748351,Condo in Greater London · ★4.78 · 2 bedrooms · 4 beds · 1 bath,539673792,Frank,,Camden,51.52544089900285,-0.1234419730163516,Entire home/apt,249.0,4,9,2023-12-06,5.0,1,68,9,,480
993271588497216728,Rental unit in Greater London · ★3.86 · 1 bedroom · 1 bed · 1 bath,539956835,GuestReady,,Tower Hamlets,51.52564,-0.04895,Entire home/apt,130.0,1,7,2023-11-12,3.89,1,269,7,,93
993414992137126537,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,32423116,Zack,,Westminster,51.51322034302511,-0.1323259964031772,Entire home/apt,265.0,2,5,2023-12-03,2.78,10,58,5,,133
11809028,Condo in Greater London · ★4.89 · 1 bedroom · 2 beds · 1 bath,60743312,Nicolas,,Southwark,51.476984,-0.080646,Entire home/apt,119.0,3,19,2023-11-05,1.3,1,57,12,,93
12140520,Rental unit in London · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,4775,Sebastian,,Islington,51.5263,-0.08812,Private room,73.0,2,286,2023-12-09,3.07,7,70,17,,147
995054439349823489,Home in Greater London · ★3.88 · 1 bedroom · 1 bed · 1.5 shared baths,288027592,Trupti,,Enfield,51.64601243419411,-0.0637413561344146,Private room,41.0,1,8,2023-11-25,4.21,1,164,8,,101
995438423392011240,Condo in Greater London · ★New · 1 bedroom · 1 bed · 1 bath,47609036,Ben,,Westminster,51.5132996,-0.1390605,Entire home/apt,177.0,14,1,2023-11-05,0.81,97,2,1,,272
996205633771931710,Rental unit in Greater London · ★4.33 · 2 bedrooms · 2 beds · 1 bath,540628618,Sarah,,Southwark,51.47524,-0.07852,Entire home/apt,95.0,2,3,2023-11-27,3.0,1,30,3,,144
12554488,Rental unit in Greater London · ★4.74 · 2 bedrooms · 1 bed · 1 private bath,54453283,Micki,,Wandsworth,51.47435,-0.15866,Private room,48.0,7,53,2023-11-26,0.57,1,163,18,,95
996467982894958662,Rental unit in Greater London · ★4.75 · 1 bedroom · 2 beds · 1 bath,50975244,Giulia,,Kensington and Chelsea,51.48512954290655,-0.1708877444191068,Entire home/apt,159.0,3,4,2023-12-07,4.0,3,73,4,,288
997944555854636381,Rental unit in Greater London · ★5.0 · Studio · 1 bed · 1 bath,143713552,Simon I,,City of London,51.51928,-0.07928,Entire home/apt,135.0,3,3,2023-12-07,1.88,24,17,3,,135
998233576387412997,Home in Greater London · ★5.0 · Studio · 1 bed · 1.5 shared baths,263733559,Khalid,,Tower Hamlets,51.51290954607104,-0.0184018000000096,Private room,50.0,2,6,2023-12-02,3.0,2,89,6,,144
998267378956862176,Condo in Greater London · ★4.45 · Studio · 1 bed · 1 shared bath,34296906,Tania,,Islington,51.52289984612487,-0.0925352051854133,Private room,90.0,1,11,2023-12-06,5.5,1,207,11,,132
998321119018313506,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,491153315,Mirko,,Tower Hamlets,51.52262,-0.04851,Entire home/apt,157.0,28,4,2023-12-03,2.5,2,110,4,,1680
998332279096455212,Rental unit in Greater London · ★New · 3 bedrooms · 3 beds · 2 baths,7818484,Emma,,Wandsworth,51.431266828711,-0.1766171347046473,Entire home/apt,179.0,4,1,2023-11-29,1.0,2,74,1,,96
998378395695142069,Rental unit in Greater London · ★4.0 · 1 bedroom · 1 bed · 1 bath,457595985,James And Co,,Hackney,51.5635017,-0.0726479999999999,Entire home/apt,102.0,2,3,2023-11-25,2.5,44,354,3,,120
999207859725264351,Rental unit in Greater London · ★New · 2 bedrooms · 2 beds · 1.5 baths,409892907,Jelena,,Tower Hamlets,51.49591,-0.00827,Entire home/apt,110.0,5,1,2023-11-21,1.0,1,115,1,,120
999361806580132567,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,386905447,Rachel,,Camden,51.525385450275344,-0.1264077227539051,Entire home/apt,122.0,2,5,2023-11-26,4.05,28,264,5,,194
999363496776327596,Rental unit in Greater London · ★New · Studio · 1 bed · 1 bath,9844340,Ramiro,,Camden,51.526716,-0.125284,Entire home/apt,101.0,2,2,2023-12-10,2.0,4,354,2,,96
12628324,Rental unit in Greater London · ★4.88 · 2 bedrooms · 2 beds · 1 bath,22759784,Gen,,Islington,51.54119,-0.12102,Entire home/apt,212.0,2,8,2023-12-03,4.07,1,87,8,,195
1000622524148580616,Condo in Greater London · ★4.71 · 2 bedrooms · 2 beds · 2 baths,381816640,Martyna,,Richmond upon Thames,51.46008,-0.30511,Entire home/apt,173.0,2,7,2023-12-01,5.53,1,72,7,,265
1005642790835926131,Rental unit in Greater London · ★New · 1 bedroom · 1 bed · 1 bath,82481857,Jay,,Lambeth,51.46818860206064,-0.1229417324066162,Entire home/apt,125.0,3,2,2023-12-05,2.0,2,82,2,,144
1007784566082339701,Home in Greater London · ★New · 2 bedrooms · 2 beds · 1.5 baths,339183324,Joel I Smarthost,,Greenwich,51.48393,0.03005,Entire home/apt,133.0,3,2,2023-12-01,1.54,16,86,2,,110
1008040101487199166,Rental unit in Greater London · ★4.67 · 3 bedrooms · 4 beds · 3 baths,501062978,Adam,,Hammersmith and Fulham,51.49044,-0.20401,Entire home/apt,308.0,3,3,2023-11-23,3.0,17,173,3,,216
1008100900469711436,Rental unit in Greater London · ★5.0 · 2 bedrooms · 3 beds · 2 baths,456755233,Adam,,Newham,51.50787,0.07918,Entire home/apt,230.0,1,16,2023-12-03,10.91,1,38,16,,261
13274166,Home in Greater London · ★4.91 · 1 bedroom · 1 bed · 1 private bath,74801427,Nicola,,Hounslow,51.48895,-0.28555,Private room,70.0,2,183,2023-11-30,2.05,1,83,30,,98
1009090557317837686,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,540336611,Rose,,Hackney,51.56969817971286,-0.072932272723431,Entire home/apt,103.0,2,3,2023-11-30,2.57,1,43,3,,123
1009114698634716261,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,194137601,Nina,,Tower Hamlets,51.51333887569712,-0.0664608409396035,Private room,54.0,2,3,2023-11-05,2.0,1,1,3,,96
13389475,Condo in London · ★4.49 · 1 bedroom · 1 bed · 1.5 shared baths,6966278,Samuel,,Tower Hamlets,51.52647,-0.05766,Private room,48.0,28,49,2023-11-14,0.54,2,159,5,,362
13421904,Rental unit in London · ★4.44 · 2 bedrooms · 3 beds · 2 baths,15806012,Mark,,Westminster,51.5294,-0.19846,Entire home/apt,145.0,5,79,2023-10-28,0.87,3,83,6,,104
1009328682490227518,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,71866931,Paul,,Islington,51.551459314212856,-0.1149802654981613,Entire home/apt,94.0,2,6,2023-12-02,5.0,2,60,6,,240
1010239151413132353,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,137467335,Teri,,Barnet,51.60860852247245,-0.2094412621517921,Entire home/apt,169.0,3,3,2023-11-28,2.65,1,59,3,,190
13572875,Rental unit in London · ★4.81 · 2 bedrooms · 3 beds · 1 bath,2054401,Pedro,,Kensington and Chelsea,51.51164,-0.19329,Entire home/apt,286.0,3,436,2023-12-02,4.83,3,269,80,,347
